age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,mental_fatigue_score,screen_time_group,sleep_group,caffeine_group,age_group
55,Female,Manager,8.4,10,7.75,5.32,8.87,0,99,8.11,High,Medium,None,50+
25,Male,Doctor,8.81,119,5.17,4.32,10,1,37,9.97,High,Low,Low,Under 30
44,Female,Designer,9.23,59,4.77,4.63,10,2,9,10,High,Low,Low,30-50
44,Female,Freelancer,5.39,36,7.27,6.26,5.74,0,79,5.32,Medium,Medium,None,30-50
51,Female,Teacher,2.9,43,6.41,9.23,2.37,1,51,2.75,Low,Medium,Low,50+
38,Male,Freelancer,1.19,21,7.82,7.19,3.52,0,76,5.07,Low,Medium,None,30-50
47,Female,Teacher,1.21,83,4.73,7.25,6.33,0,93,5.6,Low,Low,None,30-50
50,Female,Student,6.78,65,8.74,4.64,8.34,2,58,9.63,High,High,Low,30-50
45,Male,Freelancer,4.04,42,7.52,6.12,6.3,0,12,5.98,Medium,Medium,None,30-50
50,Other,Freelancer,5.46,74,4.11,5.54,7.5,2,24,8.98,Medium,Low,Low,30-50
22,Male,Researcher,2.18,20,6.88,10,1,0,104,1.75,Low,Medium,None,Under 30
36,Male,Software Engineer,9.78,32,5.56,3.49,10,3,54,9.34,High,Low,High,30-50
21,Female,Freelancer,2.17,112,5.37,7.39,5.84,4,16,6.37,Low,Low,High,Under 30
52,Male,Doctor,5,16,8.51,7.45,5.15,4,5,3.78,Medium,High,High,50+
34,Female,Researcher,4.99,35,8.18,8.19,6.16,3,20,5.08,Medium,High,High,30-50
45,Female,Software Engineer,1.08,13,4.05,9.79,1.58,4,20,1.05,Low,Low,High,30-50
47,Male,Researcher,7.01,36,4.91,6.73,8.3,2,27,8.44,High,Low,Low,30-50
46,Male,Researcher,5.84,30,7.6,8.39,5.39,1,75,4.26,Medium,Medium,Low,30-50
23,Female,Teacher,5.48,3,8.24,6.5,8.3,2,71,6.25,Medium,High,Low,Under 30
52,Female,Teacher,8.36,5,7.59,5.64,10,1,100,9.58,High,Medium,Low,50+
58,Female,Doctor,3.17,49,6.63,6.92,5.68,2,82,5.27,Medium,Medium,Low,50+
54,Female,Designer,8.75,84,8.92,2.26,10,2,110,8.45,High,High,Low,50+
41,Male,Manager,8.78,76,7.99,2.76,10,1,62,9.56,High,Medium,Low,30-50
46,Male,Doctor,8.44,37,6.34,5.13,10,3,81,10,High,Medium,High,30-50
48,Female,Doctor,4.07,78,6.92,5.63,7.26,3,19,6.32,Medium,Medium,High,30-50
52,Female,Student,2.46,4,4.22,7.94,3.15,3,75,3.18,Low,Low,High,50+
50,Male,Manager,5.28,37,8.82,7.87,6.57,3,4,6.24,Medium,High,High,30-50
38,Female,Researcher,3.34,23,5.81,8.28,5,2,22,4.43,Medium,Low,Low,30-50
49,Female,Researcher,1.47,17,7.31,10,1,2,106,1,Low,Medium,Low,30-50
40,Female,Freelancer,3.52,92,7.33,7.23,5.6,0,83,6.69,Medium,Medium,None,30-50
50,Male,Researcher,5.22,31,4.28,7.17,7.19,4,8,7.59,Medium,Low,High,30-50
20,Female,Designer,2.01,70,5.33,9.04,1.18,0,86,1,Low,Low,None,Under 30
35,Female,Researcher,9.5,93,7.28,3.64,10,4,101,10,High,Medium,High,30-50
42,Female,Software Engineer,6.9,101,8.56,5.24,9.11,4,8,9.7,High,High,High,30-50
59,Female,Manager,2.23,89,7.89,6.91,4.89,2,103,4.03,Low,Medium,Low,50+
48,Female,Designer,8.31,71,6.9,4.67,10,3,51,10,High,Medium,High,30-50
20,Female,Doctor,9.35,88,5.16,3.43,10,1,28,9.46,High,Low,Low,Under 30
57,Other,Doctor,3.37,29,8.74,8.13,4.78,2,36,3.75,Medium,High,Low,50+
41,Male,Doctor,2.29,87,6.02,6.08,5.75,1,29,5.73,Low,Medium,Low,30-50
49,Male,Doctor,3.9,29,4.75,7.25,5.05,0,76,4.99,Medium,Low,None,30-50
39,Female,Doctor,8.49,4,4.11,6.41,8.59,3,90,8.71,High,Low,High,30-50
40,Male,Manager,2.58,3,8.75,7.43,5.56,0,16,5.18,Low,High,None,30-50
19,Male,Freelancer,8.01,50,7.89,5.66,9.07,3,49,9.7,High,Medium,High,Under 30
44,Male,Manager,7.45,105,5.08,5.52,8.62,2,3,7.28,High,Low,Low,30-50
59,Male,Freelancer,6.86,8,4.71,7.87,5.16,1,66,4.74,High,Low,Low,50+
19,Male,Manager,4.9,54,8.8,5.38,8.64,3,108,8.76,Medium,High,High,Under 30
43,Male,Designer,4.3,32,5.2,6.79,5.86,4,45,5.3,Medium,Low,High,30-50
34,Other,Doctor,1.77,114,6.31,7.94,3.41,2,107,4.03,Low,Medium,Low,30-50
57,Female,Teacher,4.22,92,7.05,5.77,7.72,2,18,8.55,Medium,Medium,Low,50+
50,Female,Manager,6.42,30,4.31,5.58,8.64,3,0,8.98,High,Low,High,30-50
26,Male,Teacher,9.08,107,5.72,3.64,10,3,71,9.02,High,Low,High,Under 30
56,Female,Researcher,8.5,82,8.72,3.98,10,0,65,8.64,High,High,None,50+
46,Female,Student,1.29,108,7.5,8,1.26,2,51,1.15,Low,Medium,Low,30-50
59,Female,Researcher,2.25,53,5.84,7.22,5.87,4,119,5.76,Low,Low,High,50+
43,Male,Software Engineer,8.64,110,7.96,3.5,10,1,98,10,High,Medium,Low,30-50
52,Male,Manager,9.45,60,8.19,4.28,10,4,2,9.65,High,High,High,50+
42,Female,Teacher,1.5,65,4.76,7.87,4.1,1,80,4.26,Low,Low,Low,30-50
41,Female,Student,7.31,19,6.93,5.13,8.02,0,43,7.88,High,Medium,None,30-50
30,Female,Designer,4.29,75,5.83,5.23,8.98,3,114,8,Medium,Low,High,30-50
24,Female,Software Engineer,4.28,113,6.53,6.41,5.8,1,102,5.69,Medium,Medium,Low,Under 30
53,Male,Freelancer,6.78,84,6.35,4.74,10,4,30,10,High,Medium,High,50+
37,Female,Researcher,8.29,60,6.52,4.92,10,3,9,9.2,High,Medium,High,30-50
18,Male,Doctor,3.47,94,6.61,5.4,4.81,4,73,5.32,Medium,Medium,High,Under 30
25,Female,Manager,7.35,35,4.35,6.57,7.24,0,81,8.41,High,Low,None,Under 30
33,Other,Manager,6.72,83,4.89,5.2,9.15,0,53,8.72,High,Low,None,30-50
31,Female,Doctor,5.66,107,6.83,4.9,8.94,4,102,8.85,Medium,Medium,High,30-50
29,Male,Researcher,6.42,19,8.68,8.1,5.95,4,51,5.73,High,High,High,Under 30
40,Male,Researcher,1.16,44,7.73,8,3.07,4,57,5.43,Low,Medium,High,30-50
32,Female,Freelancer,1.04,99,5.19,8.23,1,1,68,1.21,Low,Low,Low,30-50
45,Female,Designer,5.95,45,5.81,6.54,7.74,2,69,7.59,Medium,Low,Low,30-50
51,Female,Software Engineer,5.72,116,5.68,4.59,7.84,2,57,7.92,Medium,Low,Low,50+
19,Female,Manager,1.64,17,7.85,8.8,3.34,2,30,4.31,Low,Medium,Low,Under 30
49,Male,Teacher,5.43,69,8.86,6.27,5.76,1,35,5.62,Medium,High,Low,30-50
40,Female,Researcher,7.82,96,5.78,4.96,10,2,13,10,High,Low,Low,30-50
39,Female,Freelancer,5.87,73,4.07,5.76,7.65,2,96,6.61,Medium,Low,Low,30-50
42,Other,Researcher,5.66,17,8.68,7.01,6.06,2,92,3.8,Medium,High,Low,30-50
39,Male,Software Engineer,7.46,114,7.77,4.65,10,4,82,8.69,High,Medium,High,30-50
39,Female,Student,2.55,63,8.17,5.4,6.8,1,73,7.8,Low,High,Low,30-50
59,Male,Freelancer,5.12,33,5.04,6.43,8.05,4,86,7.71,Medium,Low,High,50+
23,Female,Researcher,2.33,78,7.23,7.65,3.91,4,40,3.33,Low,Medium,High,Under 30
32,Female,Manager,5.71,2,5.16,4.65,9.45,3,7,9.99,Medium,Low,High,30-50
54,Male,Designer,6.33,71,4.06,5.77,9.15,1,87,9.83,High,Low,Low,50+
50,Male,Freelancer,2.1,114,4.79,9.02,2.17,0,69,3.24,Low,Low,None,30-50
25,Female,Teacher,1.68,10,8.61,9.74,3.09,1,100,3.13,Low,High,Low,Under 30
22,Female,Software Engineer,2.5,45,5.08,7.2,3.29,2,90,3.94,Low,Low,Low,Under 30
56,Male,Freelancer,6.28,95,6.93,7.5,6.53,0,31,5.8,High,Medium,None,50+
21,Male,Software Engineer,2.71,111,8.84,5.36,7.74,4,42,8.85,Low,High,High,Under 30
23,Female,Teacher,3.48,41,4.38,7.02,3.55,1,29,4.32,Medium,Low,Low,Under 30
49,Female,Student,7.32,16,8.04,7.39,7.01,2,46,7.48,High,High,Low,30-50
47,Male,Student,3.24,46,6.99,7.63,2.53,0,2,3.08,Medium,Medium,None,30-50
52,Female,Freelancer,4.58,29,5.62,8,4.66,3,9,6.45,Medium,Low,High,50+
57,Male,Software Engineer,9.36,42,5.82,5.64,10,3,81,10,High,Low,High,50+
33,Male,Doctor,8.42,7,4.14,6.49,8.04,1,76,8.89,High,Low,Low,30-50
30,Male,Teacher,3.3,39,5.28,6.36,5.8,3,16,7.73,Medium,Low,High,30-50
59,Female,Researcher,6.38,70,6.12,4.89,8.34,2,79,7.89,High,Medium,Low,50+
47,Male,Manager,6.99,19,7.58,5.96,9.12,0,84,7.98,High,Medium,None,30-50
36,Female,Researcher,9.1,75,5.37,4.71,10,1,75,10,High,Low,Low,30-50
34,Male,Freelancer,5.93,84,6.9,5.62,8.88,2,79,8.64,Medium,Medium,Low,30-50
36,Other,Student,6.05,27,7.66,5.53,8.4,1,59,8.06,High,Medium,Low,30-50
45,Female,Manager,9,27,7.49,4.5,10,3,13,9.27,High,Medium,High,30-50
43,Female,Student,1.49,58,6.95,9.11,1,2,9,1.83,Low,Medium,Low,30-50
54,Female,Student,6.65,61,6.9,3.4,10,3,16,9.57,High,Medium,High,50+
43,Female,Designer,4.75,79,7.61,6.21,5.44,3,18,6.17,Medium,Medium,High,30-50
40,Female,Freelancer,9.19,111,5.68,4.49,10,2,8,10,High,Low,Low,30-50
26,Male,Manager,9.64,73,6.25,5.1,10,0,63,10,High,Medium,None,Under 30
29,Male,Doctor,2.53,53,8.83,6,4.18,4,45,4.44,Low,High,High,Under 30
18,Female,Student,3.53,85,7.34,6.05,5.78,0,58,6.05,Medium,Medium,None,Under 30
18,Male,Doctor,3.46,6,6.6,9.89,2.88,0,69,3.43,Medium,Medium,None,Under 30
51,Male,Software Engineer,1.91,67,6.89,6.42,5.88,0,119,6.82,Low,Medium,None,50+
49,Female,Software Engineer,5.35,23,4.52,7.38,6.42,1,47,5.94,Medium,Low,Low,30-50
42,Male,Researcher,5.62,97,6.96,6.52,6.06,4,81,6.44,Medium,Medium,High,30-50
57,Female,Researcher,6.16,40,8.18,6.96,8.34,1,96,7.62,High,High,Low,50+
18,Male,Designer,6.97,110,6.62,5.2,9.31,1,4,8.14,High,Medium,Low,Under 30
33,Other,Researcher,1.57,53,4.88,8.33,4.03,3,117,2.41,Low,Low,High,30-50
56,Female,Doctor,6.6,13,6.24,6.67,8.19,1,62,6.32,High,Medium,Low,50+
22,Female,Teacher,9.22,43,5.39,3.71,10,0,27,9.29,High,Low,None,Under 30
39,Male,Designer,5.09,48,5.8,6.76,6.6,0,42,4.13,Medium,Low,None,30-50
46,Female,Student,1.96,62,5.13,9.11,2.62,3,7,3.25,Low,Low,High,30-50
20,Female,Software Engineer,1.77,80,5.67,6.2,6.27,4,33,5.44,Low,Low,High,Under 30
29,Female,Researcher,3.54,44,8.11,7.15,4.64,2,108,5,Medium,High,Low,Under 30
43,Female,Freelancer,7.77,71,7.79,4.14,10,2,79,10,High,Medium,Low,30-50
33,Male,Software Engineer,3.35,105,6.45,7.66,4.51,4,40,4.92,Medium,Medium,High,30-50
54,Female,Teacher,8.33,76,7.91,4.04,10,4,77,9.15,High,Medium,High,50+
39,Female,Designer,8.38,6,8.88,8.05,8.77,1,51,8.71,High,High,Low,30-50
46,Male,Doctor,5.11,2,6.03,9.03,3.82,1,16,5.43,Medium,Medium,Low,30-50
31,Female,Freelancer,3.71,87,8.9,5.72,8.05,1,112,8.04,Medium,High,Low,30-50
45,Female,Software Engineer,6.38,46,5.23,4.91,9.97,0,4,9.51,High,Low,None,30-50
22,Female,Student,8.29,87,8.77,5.72,10,4,28,9.51,High,High,High,Under 30
47,Male,Teacher,1.58,60,8.32,8.01,4.28,4,18,4.46,Low,High,High,30-50
22,Female,Teacher,9.58,70,5,2.9,10,1,118,10,High,Low,Low,Under 30
29,Other,Manager,6.81,29,5.75,4.94,10,4,25,9.61,High,Low,High,Under 30
33,Female,Teacher,4.58,4,7.54,8.83,5.72,0,92,5.65,Medium,Medium,None,30-50
43,Female,Student,5.55,103,4.96,5.75,8.39,4,74,10,Medium,Low,High,30-50
43,Female,Teacher,4.47,84,6.95,5.28,3.99,2,43,3.93,Medium,Medium,Low,30-50
38,Female,Researcher,4.71,112,6.67,5.79,6.8,0,24,5.55,Medium,Medium,None,30-50
56,Female,Doctor,6.36,71,5.46,5.58,9.6,1,92,9.82,High,Low,Low,50+
53,Male,Manager,1.54,6,5.5,9.98,1,3,17,1,Low,Low,High,50+
50,Male,Researcher,2.58,38,6.58,7.21,3.47,2,92,4.05,Low,Medium,Low,30-50
47,Male,Doctor,3.04,1,5.5,7.73,3.46,0,38,4.73,Medium,Low,None,30-50
54,Male,Freelancer,4.67,42,4.9,6.46,7.31,3,116,4.58,Medium,Low,High,50+
40,Male,Designer,4.34,11,7.87,8.06,3.69,0,103,3.16,Medium,Medium,None,30-50
27,Male,Designer,7.5,27,6.91,4.53,10,2,40,9.38,High,Medium,Low,Under 30
22,Female,Freelancer,3.33,107,6.19,7.36,4.57,4,105,4.22,Medium,Medium,High,Under 30
53,Male,Researcher,1.51,18,4.91,8.56,3.43,1,29,4.66,Low,Low,Low,50+
51,Male,Freelancer,1.5,27,6.97,9.86,1.81,0,85,2.03,Low,Medium,None,50+
48,Male,Researcher,1.1,98,7.14,6.69,4.28,1,57,3.5,Low,Medium,Low,30-50
27,Female,Researcher,1.34,75,6.4,7.87,2.46,0,95,1,Low,Medium,None,Under 30
36,Male,Doctor,8.73,91,5.86,3.59,10,0,34,9.81,High,Low,None,30-50
49,Male,Student,7.28,89,8.34,7.14,6.76,3,50,8.54,High,High,High,30-50
18,Male,Manager,9.96,101,7.52,3.41,10,2,100,8.86,High,Medium,Low,Under 30
22,Female,Designer,1.18,69,5.78,7.18,4.75,0,92,4.82,Low,Low,None,Under 30
21,Female,Researcher,8.64,18,6.97,3.52,10,3,110,10,High,Medium,High,Under 30
33,Female,Teacher,7.26,63,5.17,5.68,7.68,2,53,7.72,High,Low,Low,30-50
41,Male,Freelancer,6.76,90,4.06,4.39,9.84,2,46,8.86,High,Low,Low,30-50
33,Female,Doctor,4.21,116,8.34,4.91,7.83,0,44,7.35,Medium,High,None,30-50
19,Female,Software Engineer,4.39,8,8.09,8.33,4.09,2,103,6.07,Medium,High,Low,Under 30
45,Male,Student,8.61,118,7.2,3.57,10,2,104,7.34,High,Medium,Low,30-50
49,Male,Student,7.42,40,8.06,5.81,8.54,4,85,6.37,High,High,High,30-50
44,Male,Doctor,7.03,49,7.9,5.74,10,1,110,10,High,Medium,Low,30-50
37,Female,Researcher,1.28,9,8.3,8.98,3.18,4,52,3.75,Low,High,High,30-50
41,Male,Software Engineer,2.66,73,8.46,8.67,1.47,2,66,1.85,Low,High,Low,30-50
29,Male,Student,9.66,96,8.09,1.66,10,4,109,9.3,High,High,High,Under 30
52,Female,Manager,5.09,81,8.26,4.4,6.12,4,76,6.71,Medium,High,High,50+
50,Female,Designer,8.03,53,6.51,4.52,10,3,65,8.78,High,Medium,High,30-50
50,Female,Manager,4.5,9,7.54,7.93,5.24,1,63,5.92,Medium,Medium,Low,30-50
54,Female,Software Engineer,7.88,6,5.67,6.58,8.39,0,43,8.43,High,Low,None,50+
29,Female,Manager,2.07,103,8.31,5.74,4.24,0,113,4.56,Low,High,None,Under 30
20,Female,Teacher,1.38,31,8.29,9.97,1.58,3,47,3.5,Low,High,High,Under 30
18,Male,Freelancer,5.2,106,4.33,7.78,4.11,0,72,3.2,Medium,Low,None,Under 30
50,Male,Freelancer,6.32,53,5.74,6.3,9.34,4,38,10,High,Low,High,30-50
57,Female,Designer,3.91,69,4.86,6.38,6.52,2,64,6.7,Medium,Low,Low,50+
27,Other,Software Engineer,7.44,82,4.68,5.91,9.5,4,36,10,High,Low,High,Under 30
46,Female,Doctor,5.46,62,6.07,7.4,5.78,4,16,5.86,Medium,Medium,High,30-50
30,Male,Researcher,9.35,104,7.13,3.26,10,3,10,9.36,High,Medium,High,30-50
29,Male,Student,1.76,106,5.72,6.92,2.34,1,10,2.37,Low,Low,Low,Under 30
48,Male,Designer,1.6,33,5.55,8.61,2.33,4,53,1,Low,Low,High,30-50
19,Female,Doctor,9.15,42,4.47,5.61,8.94,3,65,8.76,High,Low,High,Under 30
52,Female,Software Engineer,7.02,4,5.91,7.44,7.75,3,7,9.25,High,Low,High,50+
40,Female,Teacher,7.04,18,6.35,5.96,7.82,2,13,7.94,High,Medium,Low,30-50
34,Female,Student,1.25,112,5.99,8.37,2.58,3,45,1.68,Low,Low,High,30-50
43,Male,Student,9.44,113,7.4,2.85,10,4,106,10,High,Medium,High,30-50
25,Male,Designer,7.95,53,5.44,7.2,8.6,0,67,8.47,High,Low,None,Under 30
46,Male,Doctor,7.88,13,7.58,4.85,10,0,15,9.51,High,Medium,None,30-50
43,Female,Freelancer,9.21,9,8.41,5.94,9.66,4,70,9.81,High,High,High,30-50
27,Male,Software Engineer,6.2,48,6.96,5.87,8.4,0,32,9.19,High,Medium,None,Under 30
43,Female,Software Engineer,4.55,10,5.94,7.35,4.68,2,88,5.7,Medium,Low,Low,30-50
51,Female,Doctor,5.33,30,4.9,6.55,9.32,1,5,10,Medium,Low,Low,50+
58,Male,Student,8,65,8.66,4.27,10,3,51,8.11,High,High,High,50+
24,Male,Researcher,7.92,9,7.76,5.08,10,1,7,10,High,Medium,Low,Under 30
21,Male,Doctor,6.49,20,5.23,5.41,6.53,0,118,8.06,High,Low,None,Under 30
28,Female,Manager,2.96,0,4.75,8.4,4.14,1,29,3.14,Low,Low,Low,Under 30
46,Male,Freelancer,8.37,45,4.25,5.14,8.6,2,6,9.14,High,Low,Low,30-50
53,Male,Software Engineer,6.83,94,4.95,4.49,9.66,0,113,8.47,High,Low,None,50+
42,Female,Researcher,2.99,74,7.66,5.13,6.4,3,18,5.54,Low,Medium,High,30-50
38,Female,Doctor,5.33,106,7.15,5.6,9.81,4,62,9.5,Medium,Medium,High,30-50
53,Female,Student,9.97,73,8.84,3.64,10,2,2,9.92,High,High,Low,50+
27,Female,Designer,3.96,19,5.61,8.66,2.86,0,73,2.94,Medium,Low,None,Under 30
54,Female,Researcher,2.05,20,7.93,8.52,1.63,2,30,1,Low,Medium,Low,50+
26,Female,Manager,1.2,36,4.6,9.13,2.03,4,46,2.08,Low,Low,High,Under 30
41,Male,Student,2.66,100,6.81,8.19,4.52,3,12,4.65,Low,Medium,High,30-50
52,Male,Teacher,2.68,13,6.33,10,1.69,1,94,2.19,Low,Medium,Low,50+
52,Female,Teacher,8.72,57,8.19,4.67,10,2,42,10,High,High,Low,50+
53,Female,Doctor,2.41,56,7.51,6.61,5.03,4,72,7.16,Low,Medium,High,50+
35,Female,Freelancer,8.76,56,4.97,6.11,10,2,18,9.69,High,Low,Low,30-50
56,Female,Freelancer,1.78,68,8.92,4.57,7.12,4,26,7.74,Low,High,High,50+
49,Female,Student,9.16,69,8.12,3.23,10,2,33,8.54,High,High,Low,30-50
41,Male,Student,3.31,23,5.77,7.16,4.34,4,99,4.7,Medium,Low,High,30-50
40,Male,Software Engineer,6.5,79,8.13,6.18,9.01,1,18,8.92,High,High,Low,30-50
49,Male,Designer,2.44,59,8.78,7.64,4.66,2,17,3.26,Low,High,Low,30-50
54,Female,Manager,4.51,22,8.45,6.25,8,1,64,8.93,Medium,High,Low,50+
29,Male,Student,1.77,46,6.78,10,2.1,4,92,1.25,Low,Medium,High,Under 30
30,Male,Researcher,6.22,37,6.89,5.9,8.68,2,114,8,High,Medium,Low,30-50
40,Male,Manager,4.11,115,4.53,4.89,8.08,2,47,8.27,Medium,Low,Low,30-50
42,Male,Doctor,8.67,79,4.82,3.12,10,4,11,10,High,Low,High,30-50
52,Male,Software Engineer,2.64,114,8.91,5.56,6.59,1,103,5.11,Low,High,Low,50+
58,Male,Freelancer,3.52,51,7.85,7.43,4.42,4,69,5.09,Medium,Medium,High,50+
47,Female,Manager,2.6,12,4.13,7.99,2.17,3,106,1.48,Low,Low,High,30-50
34,Male,Manager,6.07,114,6.74,4.55,10,4,18,10,High,Medium,High,30-50
37,Male,Manager,2.01,108,5.73,7.32,3.09,1,25,2.63,Low,Low,Low,30-50
42,Female,Manager,2.7,7,5.56,8.3,2.69,3,37,2.01,Low,Low,High,30-50
39,Female,Manager,7.11,101,6.78,5.05,9.85,3,24,10,High,Medium,High,30-50
30,Male,Freelancer,1.67,31,5.6,8.35,2.96,3,80,4.04,Low,Low,High,30-50
36,Male,Software Engineer,7.69,85,5.26,4.41,10,3,11,9.99,High,Low,High,30-50
53,Female,Doctor,1.94,16,8.69,7.97,2.92,2,83,1.96,Low,High,Low,50+
29,Male,Manager,6.27,4,4.2,6.65,8.04,0,62,7.56,High,Low,None,Under 30
58,Male,Manager,9.98,71,6.18,4.36,10,4,39,8.36,High,Medium,High,50+
36,Male,Doctor,2.57,49,6.56,8.86,1.98,3,27,3.34,Low,Medium,High,30-50
29,Male,Student,3.35,93,6.2,6.85,4.18,2,5,4.2,Medium,Medium,Low,Under 30
26,Female,Student,9.09,82,7.29,1,10,1,59,10,High,Medium,Low,Under 30
24,Female,Freelancer,6.64,11,4.13,8.09,5.91,3,111,6.59,High,Low,High,Under 30
45,Female,Software Engineer,5.43,88,8.42,5.12,8.59,3,51,8.18,Medium,High,High,30-50
31,Female,Software Engineer,6.06,43,6.5,6.32,8.07,1,22,8.53,High,Medium,Low,30-50
48,Male,Designer,3.66,76,6.77,7.5,4.38,0,94,6.98,Medium,Medium,None,30-50
36,Female,Software Engineer,8.7,67,6.31,5.47,10,0,1,9.7,High,Medium,None,30-50
33,Male,Freelancer,7.71,58,6.22,7.85,8.11,2,96,6.8,High,Medium,Low,30-50
22,Male,Doctor,6.78,9,4.93,6.7,8.01,1,72,8.91,High,Low,Low,Under 30
52,Female,Manager,9.39,47,6.52,5.25,10,0,25,10,High,Medium,None,50+
29,Female,Doctor,6.2,27,6.11,6.68,6.29,3,16,6.42,High,Medium,High,Under 30
42,Male,Freelancer,5.61,4,6.34,8.13,4.8,3,80,5.8,Medium,Medium,High,30-50
38,Female,Designer,9.78,91,4.07,4.62,10,4,108,10,High,Low,High,30-50
53,Male,Teacher,2.85,43,4.65,9.16,2.99,4,29,3.39,Low,Low,High,50+
40,Male,Freelancer,2.28,30,7.82,7.27,4.57,0,100,4.42,Low,Medium,None,30-50
33,Male,Freelancer,2.46,15,6.1,8.34,1.73,4,47,2.18,Low,Medium,High,30-50
56,Female,Teacher,9.9,22,7.71,5.71,10,2,93,10,High,Medium,Low,50+
59,Female,Doctor,6.87,92,4.86,4.82,10,4,109,10,High,Low,High,50+
56,Female,Teacher,3.75,110,7.49,6.76,6.12,2,115,5.74,Medium,Medium,Low,50+
31,Male,Freelancer,3.24,20,5.45,8.21,3.89,3,59,4.16,Medium,Low,High,30-50
48,Male,Freelancer,1.51,1,7.53,9,1.51,0,79,1.77,Low,Medium,None,30-50
22,Female,Teacher,2.19,22,4.43,6.76,6.09,2,114,6.57,Low,Low,Low,Under 30
52,Male,Researcher,9.17,79,5.67,3.51,10,0,20,10,High,Low,None,50+
40,Male,Freelancer,7.73,10,4.6,6.36,6.73,4,17,5.59,High,Low,High,30-50
46,Other,Designer,9.47,117,7.15,3.56,10,2,26,10,High,Medium,Low,30-50
28,Female,Freelancer,4.81,72,5.96,6.01,8.33,1,68,10,Medium,Low,Low,Under 30
35,Male,Freelancer,6.41,1,4.37,6.54,7.88,4,76,7.97,High,Low,High,30-50
29,Male,Manager,5.35,81,6.63,8.06,4.59,0,25,3.27,Medium,Medium,None,Under 30
26,Male,Software Engineer,8.93,12,4.12,5.52,10,4,60,10,High,Low,High,Under 30
27,Female,Software Engineer,9.92,44,8.09,3.69,10,3,83,10,High,High,High,Under 30
34,Female,Teacher,9.39,71,8.69,2.89,10,1,4,10,High,High,Low,30-50
55,Female,Student,6.38,9,8.05,7.7,5.45,0,12,4.43,High,High,None,50+
24,Male,Designer,1.56,90,8.76,7.73,4,1,61,2.74,Low,High,Low,Under 30
30,Male,Manager,6.56,80,8.49,4.5,9.1,1,57,9.76,High,High,Low,30-50
57,Other,Manager,1.87,87,8.47,5.73,6.83,1,39,6.3,Low,High,Low,50+
59,Other,Teacher,2.25,20,5.23,8.42,1.69,0,36,1,Low,Low,None,50+
26,Female,Student,2.72,0,5.16,10,2.11,3,47,1.29,Low,Low,High,Under 30
44,Male,Student,4.27,15,8.05,8.8,2.83,1,40,2.63,Medium,High,Low,30-50
19,Female,Manager,6.33,42,6.46,5.63,7.2,1,44,6.31,High,Medium,Low,Under 30
22,Female,Designer,4,96,8.71,6.9,6.22,2,55,7.92,Medium,High,Low,Under 30
46,Female,Software Engineer,5.07,5,8.49,5.94,6.53,4,89,7.33,Medium,High,High,30-50
54,Female,Manager,1.43,75,8.47,7.83,2.69,0,14,2.21,Low,High,None,50+
55,Male,Researcher,6.58,95,5.63,5.15,8.15,0,72,7.72,High,Low,None,50+
36,Male,Researcher,6.91,111,4.66,3.33,10,4,59,9.24,High,Low,High,30-50
25,Male,Freelancer,1.89,10,7.39,7.98,2.69,3,22,1.6,Low,Medium,High,Under 30
18,Female,Manager,8.07,81,6.2,3.92,10,2,108,9.74,High,Medium,Low,Under 30
39,Female,Freelancer,6.83,65,8.67,5.91,7.93,2,20,8.82,High,High,Low,30-50
34,Female,Doctor,5.41,95,8.27,5.97,6.01,0,50,5.85,Medium,High,None,30-50
24,Male,Student,5.98,48,8.64,5.29,8.64,2,35,7.74,Medium,High,Low,Under 30
42,Female,Doctor,5.53,112,6.84,5.98,8.55,4,33,7.64,Medium,Medium,High,30-50
21,Female,Researcher,1.48,19,6.63,8.96,1.83,1,65,3.56,Low,Medium,Low,Under 30
53,Male,Doctor,7.62,20,8.24,7.59,7.19,0,81,8.11,High,High,None,50+
23,Female,Designer,5.61,35,6.56,5.35,8.58,0,26,7.84,Medium,Medium,None,Under 30
48,Male,Researcher,2.56,37,8.5,9.72,2.68,0,113,2.85,Low,High,None,30-50
36,Male,Manager,7.13,55,4.17,5.04,9.9,2,0,10,High,Low,Low,30-50
56,Male,Software Engineer,7.26,90,5.79,6.45,7.5,0,83,8.08,High,Low,None,50+
44,Female,Researcher,2.92,110,8.17,7.35,3.87,0,52,2.32,Low,High,None,30-50
27,Female,Freelancer,8.17,10,5.05,4.4,10,3,86,10,High,Low,High,Under 30
43,Male,Freelancer,5.11,17,5.99,7.3,5.23,0,37,5.96,Medium,Low,None,30-50
36,Female,Designer,2.63,80,4.05,8.8,2.67,4,113,1.28,Low,Low,High,30-50
56,Female,Student,6.92,97,5.51,4.19,10,2,38,10,High,Low,Low,50+
20,Female,Software Engineer,6.37,44,5.59,7.27,7.14,0,27,5.65,High,Low,None,Under 30
30,Male,Manager,2.53,25,7.66,9.5,2.07,4,116,1.82,Low,Medium,High,30-50
45,Female,Researcher,8.85,58,7.39,6.17,8.45,2,110,10,High,Medium,Low,30-50
37,Female,Teacher,8.69,5,6.22,6.11,8.11,2,28,7.08,High,Medium,Low,30-50
